run,subject,sample_id,sp,side,window_mode,initiation_time_s,movement_time_s,peak_speed_tracker_units_s,peak_speed_mm_s,time_to_peak_speed,path_length,straight_line_dist,curvature_index,max_lateral_deviation,speed_peak_count,n_submovements,end_x,end_y,end_z,kind,outer_fold,latent_dim,seed,fit_seed_id,job_id,mj_fit_completed,mj_fit_success,mj_selected_optimizer_converged,mj_bic_optimizer_converged,mj_all_candidates_converged,mj_candidate_diagnostics_json,mj_n_components,mj_n_components_bic,mj_fit_error,mj_bic,mj_first_onset_s,mj_second_onset_s,mj_first_duration_s,mj_mean_duration_s,mj_first_amplitude,mj_total_amplitude,mj_secondary_amplitude_fraction,mj_mean_overlap_pct,mj_mean_relative_onset_pct,mj_pattern,mj_parameters_json,fit_failure,sample_hz
unconditional_vae_z8_fold0_seed42,subject05,0,3,1,go_to_arrival,0.2930050194263458,0.22642476856708527,83.3816100595616,83.3816100595616,0.7474747474747475,12.690074258893628,12.590636451643967,1.0078977585947753,0.6069609215424884,1.0,1.0,-1.6497473533701619,12.4259865204031,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-0,unconditional_vae_z8_fold0_seed42-subject05-0,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 9}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 32}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 56}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 51}}",1.0,3.0,0.04196972059211785,4600.151859971537,1.0583293856492934e-19,,0.2712222475808271,0.2712222475808271,12.146262920878504,12.146262920878504,0.0,0.0,,single_component,"[[1.0583293856492934e-19, 0.2712222475808271, -1.2102331700005264, 12.085819732948961]]",,437.2313180510913
unconditional_vae_z8_fold0_seed42,subject05,1,3,1,go_to_arrival,0.22737228870391846,0.30304962396621704,68.83637118163044,68.83637118163044,0.5757575757575758,13.747197355168224,13.6062267976181,1.010360738480032,0.6508781710079192,1.0,1.0,-1.3146039109776178,13.535007575591226,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-1,unconditional_vae_z8_fold0_seed42-subject05-1,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 9}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 20}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 41}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 74}}",1.0,4.0,0.026473520504710274,2965.811095882914,0.010220588027235956,,0.35650589081875467,0.35650589081875467,13.718121121407282,13.718121121407282,0.0,0.0,,single_component,"[[0.010220588027235956, 0.35650589081875467, -0.7896699808032934, 13.695373978939703]]",,326.6791712338049
unconditional_vae_z8_fold0_seed42,subject05,2,2,2,go_to_arrival,0.01198265515267849,0.42294853925704956,75.80256307026887,75.80256307026887,0.9191919191919192,14.645931260795638,14.585182447283465,1.0041651048063158,0.2909774195024135,1.0,1.0,-1.2386870554538132,14.532402207660073,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-2,unconditional_vae_z8_fold0_seed42-subject05-2,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 19}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 191}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 107}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 117}}",2.0,4.0,0.04377798820511845,2846.9522260025296,0.11329386898684743,0.2735298729206917,0.36269563011768596,0.278087518611145,8.905125528748615,14.05655948771972,0.3664790067207819,57.23799977768982,44.1791934140071,overlapping_components,"[[0.11329386898684743, 0.36269563011768596, -1.4602691063303477, 8.78458165309353], [0.2735298729206917, 0.19347940710460404, 0.0015670732005025568, 5.151433720618203]]",,234.07102947773072
unconditional_vae_z8_fold0_seed42,subject05,3,3,2,go_to_arrival,0.4170645773410797,0.2549661099910736,64.36203361626471,64.36203361626471,0.797979797979798,12.599210901780598,12.590492175004188,1.0006924849843217,0.10689512531485636,1.0,1.0,-0.7587730141306803,12.508582463895143,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-3,unconditional_vae_z8_fold0_seed42-subject05-3,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 10}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 27}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 33}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 81}}",2.0,4.0,0.04710655211622122,4041.0866866075608,7.668962351914461e-59,0.08956286255711621,0.16420002497935662,0.18078883767567686,4.958522948827455,11.944568463020989,0.5848721563965688,26.011371367653137,54.54497498911839,overlapping_components,"[[7.668962351914461e-59, 0.16420002497935662, -0.39594847482357265, 4.942689008963988], [0.08956286255711621, 0.1973776503719971, -0.408788536867561, 6.974075125671453]]",,388.2868982213597
unconditional_vae_z8_fold0_seed42,subject05,4,3,2,go_to_arrival,0.22631803154945374,0.28136053681373596,70.75196587694896,70.75196587694896,0.7777777777777778,13.382746180849843,13.332028841742936,1.0038041726213576,0.5110368508895748,1.0,1.0,-0.8610923468108524,13.283814754015175,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-4,unconditional_vae_z8_fold0_seed42-subject05-4,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 11}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 26}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 94}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 387}}",1.0,4.0,0.030157118742091912,3324.2219829370547,0.0034025405815342434,,0.34029239075150425,0.34029239075150425,13.346395033664765,13.346395033664765,0.0,0.0,,single_component,"[[0.0034025405815342434, 0.34029239075150425, -0.9037788152034192, 13.315759244137038]]",,351.86171138683596
unconditional_vae_z8_fold0_seed42,subject05,5,2,1,go_to_arrival,0.2826828360557556,0.22255197167396545,86.65073535470131,86.65073535470131,0.7070707070707071,13.469231323060782,13.25512722481126,1.0161525494714798,1.0072548690210015,1.0,1.0,0.45446298691999826,13.181663874008382,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-5,unconditional_vae_z8_fold0_seed42-subject05-5,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 9}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 25}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 34}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 44}}",1.0,3.0,0.04334621363610531,4925.813715143889,8.405363198553331e-17,,0.25983825290001517,0.25983825290001517,12.666269887296808,12.666269887296808,0.0,0.0,,single_component,"[[8.405363198553331e-17, 0.25983825290001517, 0.9665942061414571, 12.629334444003598]]",,444.83991426970226
unconditional_vae_z8_fold0_seed42,subject05,6,3,1,go_to_arrival,0.12839139997959137,0.3581775724887848,75.64680072888855,75.64680072888855,0.898989898989899,12.875442640537916,12.407272216432743,1.0377335498035667,1.1364191470828902,1.0,1.0,-1.5255252607956196,12.318813399778168,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-6,unconditional_vae_z8_fold0_seed42-subject05-6,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 17}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 38}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 94}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 71}}",2.0,4.0,0.032174735505978776,2656.965373674024,0.06411212879741089,0.2587142686460722,0.3424550910274973,0.23345365475559876,8.911828886699356,12.366743532106995,0.2793714154771515,46.34099090563633,56.825594055202934,overlapping_components,"[[0.06411212879741089, 0.3424550910274973, -1.2604653703473956, 8.822240143861652], [0.2587142686460722, 0.1244522184837002, 0.6076735294412935, 3.401053967326681]]",,276.3992153727042
unconditional_vae_z8_fold0_seed42,subject05,7,2,2,go_to_arrival,0.013810441829264164,0.40577462315559387,69.54248885229566,69.54248885229566,0.9191919191919192,13.839089834100916,13.762369710228118,1.005574630349872,0.2527378254335745,2.0,2.0,-0.21412475594140415,13.761833728228615,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-7,unconditional_vae_z8_fold0_seed42-subject05-7,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 25}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 29}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 93}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 74}}",3.0,4.0,0.032446791256077884,2413.222208262804,5e-324,0.11918078002090189,0.18232896467127518,0.21811564515962925,2.1752579308586464,13.884343747349336,0.843330158742726,31.52758561806208,59.525750247824305,overlapping_components,"[[5e-324, 0.18232896467127518, 0.2637352429523497, 2.1592106861972282], [0.11918078002090189, 0.33599435414951584, -0.7687946751032692, 8.36630099954074], [0.2995617144071577, 0.1360236166580968, 0.32062735713265156, 3.291958860519872]]",,243.9778003614547
unconditional_vae_z8_fold0_seed42,subject05,8,2,2,go_to_arrival,0.1728990375995636,0.27439647912979126,77.69449907604769,77.69449907604769,0.797979797979798,13.692375150124413,13.619817441423676,1.0053273627941632,0.5482768402373751,1.0,1.0,-0.005357352758346822,13.606107667430178,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-8,unconditional_vae_z8_fold0_seed42-subject05-8,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 10}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 35}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 38}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 285}}",1.0,4.0,0.032468866717294445,3623.5997113606063,0.014874805601907662,,0.318571898316899,0.318571898316899,13.528058754046233,13.528058754046233,0.0,0.0,,single_component,"[[0.014874805601907662, 0.318571898316899, 0.3433649588536754, 13.523700460966973]]",,360.7918013888669
unconditional_vae_z8_fold0_seed42,subject05,9,2,2,go_to_arrival,0.23081710934638977,0.2887659966945648,75.55565879549953,75.55565879549953,0.8282828282828283,13.173083809016974,13.087412745601995,1.0065460656800764,0.3493387506784978,1.0,1.0,-1.2012737145130366,13.017135427186885,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-9,unconditional_vae_z8_fold0_seed42-subject05-9,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 13}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 28}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 79}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 112}}",2.0,4.0,0.012486192362280402,2091.3518214691017,1.732704772110952e-24,0.18293087280059608,0.3268228565916191,0.2270423004434018,9.962738593060136,13.054479392656527,0.23683371098931552,46.38794602470902,55.97248451603158,overlapping_components,"[[1.732704772110952e-24, 0.3268228565916191, -1.835346072680708, 9.792224725114583], [0.18293087280059608, 0.12726174429518447, 0.33439992122703216, 3.073603400663834]]",,342.8381496894693
