run,subject,sample_id,sp,side,window_mode,initiation_time_s,movement_time_s,peak_speed_tracker_units_s,peak_speed_mm_s,time_to_peak_speed,path_length,straight_line_dist,curvature_index,max_lateral_deviation,speed_peak_count,n_submovements,end_x,end_y,end_z,kind,outer_fold,latent_dim,seed,fit_seed_id,job_id,mj_fit_completed,mj_fit_success,mj_selected_optimizer_converged,mj_bic_optimizer_converged,mj_all_candidates_converged,mj_candidate_diagnostics_json,mj_n_components,mj_n_components_bic,mj_fit_error,mj_bic,mj_first_onset_s,mj_second_onset_s,mj_first_duration_s,mj_mean_duration_s,mj_first_amplitude,mj_total_amplitude,mj_secondary_amplitude_fraction,mj_mean_overlap_pct,mj_mean_relative_onset_pct,mj_pattern,mj_parameters_json,fit_failure,sample_hz
unconditional_vae_z8_fold0_seed42,subject05,0,3,1,go_to_arrival,0.2930050194263458,0.22642476856708527,83.3816100595616,83.3816100595616,0.7474747474747475,12.690074258893628,12.590636451643967,1.0078977585947753,0.6069609215424884,1.0,1.0,-1.6497473533701619,12.4259865204031,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-0,unconditional_vae_z8_fold0_seed42-subject05-0,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 9}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 32}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 32}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 50}}",1.0,4.0,0.04196972059211785,4600.151859971537,1.0583293856492934e-19,,0.2712222475808271,0.2712222475808271,12.146262920878504,12.146262920878504,0.0,0.0,,single_component,"[[1.0583293856492934e-19, 0.2712222475808271, -1.2102331700005264, 12.085819732948961]]",,437.2313180510913
unconditional_vae_z8_fold0_seed42,subject05,1,3,1,go_to_arrival,0.22737228870391846,0.30304962396621704,68.83637118163044,68.83637118163044,0.5757575757575758,13.747197355168224,13.6062267976181,1.010360738480032,0.6508781710079192,1.0,1.0,-1.3146039109776178,13.535007575591226,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject05-1,unconditional_vae_z8_fold0_seed42-subject05-1,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 11}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 20}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 29}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 74}}",1.0,4.0,0.02647352050443634,2965.811095870187,0.01022059412443824,,0.3565061245711663,0.3565061245711663,13.718125616693735,13.718125616693735,0.0,0.0,,single_component,"[[0.01022059412443824, 0.3565061245711663, -0.7896632309349071, 13.695378870885547]]",,326.6791712338049
unconditional_vae_z8_fold0_seed42,subject13,0,3,1,go_to_arrival,0.003947516903281212,0.43151187896728516,77.67934414869646,77.67934414869646,0.9393939393939394,13.113990902811755,13.058838583537973,1.0042233709315702,0.4296443260774959,1.0,1.0,0.274910541488277,13.055609761960953,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject13-0,unconditional_vae_z8_fold0_seed42-subject13-0,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 19}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 59}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 82}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 82}}",2.0,4.0,0.039209558753489984,2567.4972420777794,0.17716192549369864,0.353217676765148,0.30285878295984703,0.20142939147992353,9.672792009842942,12.249431517862135,0.210347680564762,45.933848907103744,58.1313011796626,overlapping_components,"[[0.17716192549369864, 0.30285878295984703, 0.2169508644065675, 9.670358710415798], [0.353217676765148, 0.10000000000000002, 0.35501989718454824, 2.5520642677817613]]",,229.42589723585718
unconditional_vae_z8_fold0_seed42,subject13,1,3,1,go_to_arrival,0.2559514045715332,0.25420767068862915,83.18190792936295,83.18190792936295,0.8080808080808081,11.84168044260014,11.787424071966598,1.0046029030857198,0.5223430174449677,1.0,1.0,-0.10249971922261791,11.756005404375317,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject13-1,unconditional_vae_z8_fold0_seed42-subject13-1,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 20}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 29}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 81}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 228}}",2.0,4.0,0.013178314249793816,2319.1050211098136,1.3744923498824888e-23,0.14594905082901966,0.2807629563795823,0.2048826485128589,7.846060578328295,11.589477390230433,0.3230013473306158,49.03190517686272,51.98301539171048,overlapping_components,"[[1.3744923498824888e-23, 0.2807629563795823, -0.821890689084645, 7.80289448179285], [0.14594905082901966, 0.12900234064613547, 0.7787275432462831, 3.661523295162982]]",,389.4453685516907
unconditional_vae_z8_fold0_seed42,subject19,0,1,1,go_to_arrival,0.2933630645275116,0.21244363486766815,108.00916179489433,108.00916179489433,0.7272727272727273,13.009060354629536,12.907927443545818,1.0078349457359468,0.7094579459729338,1.0,1.0,0.0029692775732319448,12.869023605686857,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject19-0,unconditional_vae_z8_fold0_seed42-subject19-0,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 14}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 25}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 66}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 59}}",1.0,3.0,0.036080448884753556,4995.273528766203,0.019184275662643663,,0.23125073706803778,0.23125073706803778,12.622811014394397,12.622811014394397,0.0,0.0,,single_component,"[[0.019184275662643663, 0.23125073706803778, 0.32141714987047637, 12.618718196428892]]",,466.0059599416449
unconditional_vae_z8_fold0_seed42,subject19,1,2,2,go_to_arrival,0.25735098123550415,0.22006191313266754,91.42710452316062,91.42710452316062,0.7474747474747475,12.041907748849859,12.036561110259987,1.0004441998458609,0.1340929812549687,1.0,1.0,0.5465475194264467,11.989844332003022,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject19-1,unconditional_vae_z8_fold0_seed42-subject19-1,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 11}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 26}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 54}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 57}}",1.0,3.0,0.026407753196436387,4019.9981608906623,0.009977911367633183,,0.25307056274325646,0.25307056274325646,11.967145375852182,11.967145375852182,0.0,0.0,,single_component,"[[0.009977911367633183, 0.25307056274325646, 0.6327175729064214, 11.950407395554164]]",,449.87339513092576
unconditional_vae_z8_fold0_seed42,subject24,0,2,1,go_to_arrival,0.2111338973045349,0.2958948016166687,78.76349664506434,78.76349664506434,0.8484848484848485,14.057496333852274,13.774268141727733,1.0205621227356922,0.781152800248818,1.0,1.0,-0.09839869900728501,13.773446903660313,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject24-0,unconditional_vae_z8_fold0_seed42-subject24-0,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 10}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 25}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 38}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 252}}",1.0,4.0,0.048449266815797656,3968.6722049629043,0.032982774507398616,,0.3257415470330438,0.3257415470330438,13.93898607957137,13.93898607957137,0.0,0.0,,single_component,"[[0.032982774507398616, 0.3257415470330438, 0.14280492675261375, 13.938254542064426]]",,334.57836859281616
unconditional_vae_z8_fold0_seed42,subject24,1,2,2,go_to_arrival,0.1807890385389328,0.38833683729171753,54.6001760325354,54.6001760325354,0.41414141414141414,13.97751752792496,13.717483781859672,1.0189563735011784,1.2010991660204504,1.0,1.0,-2.4018829497115775,13.507293900737418,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject24-1,unconditional_vae_z8_fold0_seed42-subject24-1,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 13}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 13}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 26}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 69}}",2.0,4.0,0.009288076399749635,1062.9477581526744,3.266224696215228e-20,0.14512074326978108,0.28834975163776144,0.2892433761323386,8.315620850092023,13.867591080125669,0.40035577902137953,32.90671110999786,50.3280278361705,overlapping_components,"[[3.266224696215228e-20, 0.28834975163776144, 0.10671905593515521, 8.314936028953289], [0.14512074326978108, 0.2901370006269157, -2.4931441690208316, 4.960706158165114]]",,254.9333220366923
unconditional_vae_z8_fold0_seed42,subject27,0,1,2,go_to_arrival,0.11371921747922897,0.28280109167099,85.07454091846863,85.07454091846863,0.5757575757575758,14.325073281106631,13.90012884727117,1.0305712586195837,0.9951733399462972,1.0,1.0,0.3202920178598067,13.895592433010462,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject27-0,unconditional_vae_z8_fold0_seed42-subject27-0,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 9}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 17}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 45}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 67}}",1.0,4.0,0.01739039823495179,2870.1264290163563,0.013909857347997738,,0.30955174410001524,0.30955174410001524,14.228349618848116,14.228349618848116,0.0,0.0,,single_component,"[[0.013909857347997738, 0.30955174410001524, 1.0095530950814562, 14.192488697349269]]",,350.06937001210844
unconditional_vae_z8_fold0_seed42,subject27,1,3,1,go_to_arrival,0.0004201881820335984,0.3573179543018341,78.01633129008243,78.01633129008243,0.7272727272727273,13.685224752756296,13.6392564351387,1.0033702949890413,0.40513855161941914,1.0,1.0,1.415699081206137,13.564230797702182,0.0,generated,0,8,42,unconditional_vae_z8_fold0_seed42-subject27-1,unconditional_vae_z8_fold0_seed42-subject27-1,True,True,True,True,True,"{""1"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 16}, ""2"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 69}, ""3"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 52}, ""4"": {""optimizer_converged"": true, ""optimizer_status"": 2, ""optimizer_message"": ""`ftol` termination condition is satisfied."", ""nfev"": 71}}",1.0,4.0,0.030999803985210118,2754.1216141886807,0.10250017674819652,,0.30776953356233544,0.30776953356233544,12.718880346564921,12.718880346564921,0.0,0.0,,single_component,"[[0.10250017674819652, 0.30776953356233544, 1.6902885738830278, 12.60606369201885]]",,277.06416318608103
